ides,idmun,temp,prec,Value
17,33,29.855,0.0,197
18,1,30.715,0.0,546
18,2,31.085,0.0,616
18,3,30.270000000000003,0.0,511
18,4,27.255000000000003,0.0,321
18,5,29.564999999999998,0.0,749
18,6,30.96,0.0,712
18,7,31.435000000000002,0.0,841
18,8,28.705,0.0,713
18,9,29.97,0.0,174
18,10,30.84,0.0,737
18,11,31.955000000000002,0.0,29
18,12,27.740000000000002,0.0,206
18,13,29.854999999999997,0.0,143
18,14,31.034999999999997,0.0,89
18,15,29.155,0.0,571
18,16,28.494999999999997,0.0,39
18,17,31.29,0.0,275
18,18,28.825000000000003,0.0,81
18,19,29.955,0.0,995
18,20,27.17,0.0,745
19,1,32.305,0.01,328
19,2,32.045,0.0,910
19,3,32.195,0.0,631
19,4,30.33,0.035,82
19,5,33.91,0.0,961
19,6,33.15,0.005,353
19,7,23.91,0.04,182
19,8,31.255,0.0,73
19,9,33.405,0.05,808
19,10,32.305,0.015,350
19,11,31.8,0.0,737
19,12,32.825,0.0,229
19,13,32.475,0.0,472
19,14,26.195,0.0,991
19,15,31.515,0.0,194
19,16,32.769999999999996,0.0,878
19,17,22.14,0.060000000000000005,45
19,18,30.439999999999998,0.055,596
19,19,30.4,0.015,165
19,20,31.355,0.0,789
19,21,31.945,0.02,721
19,22,33.06999999999999,0.005,479
19,23,32.394999999999996,0.0,517
19,24,22.725,0.04,122
19,25,32.644999999999996,0.0,754
19,26,32.2,0.025,796
19,27,32.364999999999995,0.0,863
19,28,31.630000000000003,0.0,509
19,29,30.335,0.0,368
19,30,24.2,0.05,874
19,31,32.195,0.045,19
19,32,33.28,0.0,268
19,33,30.955,0.035,250
19,34,32.715,0.0,773
19,35,32.34,0.0,44
19,36,28.060000000000002,0.01,213
19,37,31.645,0.025,749
19,38,30.73,0.02,93
19,39,29.975,0.065,351
19,40,33.129999999999995,0.0,37
19,41,33.915,0.015,55
19,42,33.085,0.005,648
19,43,23.41,0.015,594
19,44,32.230000000000004,0.0,900
19,45,31.835,0.01,431
19,46,32.620000000000005,0.015,993
19,47,31.815,0.02,168
19,48,26.79,0.1,132
19,49,26.09,0.1,881
19,50,33.225,0.0,868
19,51,31.635,0.0,907
20,1,19.375,1.63,197
20,2,37.835,0.0,135
20,3,28.445,5.7749999999999995,856
20,4,31.244999999999997,0.02,226
20,5,32.86,0.04,39
20,6,30.145000000000003,0.09,933
20,7,33.11,0.555,57
20,8,32.855000000000004,0.015,261
20,9,34.870000000000005,1.555,80
20,10,32.870000000000005,0.02,721
20,11,35.405,0.0,853
20,12,32.595,0.05,551
20,13,30.869999999999997,0.03,822
20,14,32.425,0.005,181
20,15,31.0,0.015,650
20,16,33.53,0.0,935
20,17,31.345,0.0,966
20,18,30.52,0.060000000000000005,71
20,19,30.505,0.065,706
20,20,34.68,0.0,339
20,21,39.325,0.0,162
20,22,33.0,0.0,862
20,23,30.475,0.0,627
20,24,31.125,0.02,156
20,25,33.715,0.0,928
20,26,31.005000000000003,0.0,398
20,27,29.15,0.015,837
20,28,31.615000000000002,0.005,836
20,29,31.604999999999997,0.025,446
20,30,31.89,0.0,332
20,31,25.130000000000003,6.505,711
20,32,36.305,0.0,784
20,33,28.064999999999998,0.24,351
20,34,36.195,0.0,950
20,35,15.515,4.76,253
20,36,33.25,0.115,656
20,37,36.96,0.0,815
20,38,22.655,9.34,430
20,39,34.09,0.015,344
20,40,30.27,0.005,471
20,41,31.25,0.005,66
20,42,21.450000000000003,7.84,806
20,43,31.025,0.015,89
20,44,39.32,0.14,443
20,45,27.02,0.155,505
20,46,30.64,0.025,559
20,47,30.16,0.05,717
20,48,28.85,0.0,389
20,49,31.4,0.0,327
20,50,29.775,0.055,601
20,51,29.130000000000003,0.12000000000000001,848
20,52,34.010000000000005,0.11,306
20,53,33.195,0.0,797
20,54,30.365000000000002,0.03,303
20,55,36.114999999999995,0.0,291
20,56,38.07,0.0,859
20,57,36.29,0.03,146
20,58,32.31,0.01,662
20,59,27.490000000000002,0.105,288
20,60,23.225,9.07,597
20,61,27.51,0.03,718
20,62,16.055,6.655,255
20,63,27.685000000000002,0.24,593
20,64,33.955,0.55,431
20,65,33.755,0.0,691
20,66,34.445,0.02,137
20,67,27.885,0.455,258
20,68,31.4,0.015,747
20,69,31.515,0.0,139
20,70,36.644999999999996,0.0,878
20,71,32.255,0.04,733
20,72,31.380000000000003,0.0,639
20,73,33.995,0.0,131
20,74,21.205,0.25,491
20,75,33.84,0.0,568
20,76,36.535,0.0,744
20,77,27.685000000000002,0.24,40
20,78,28.52,0.115,538
20,79,31.08,0.0,400
20,80,31.265,0.0,903
20,81,33.84,0.0,448
20,82,36.42,0.0,469
20,83,29.34,0.09,324
20,84,25.545,0.62,578
20,85,31.375,0.05,577
20,86,30.105,0.05,905
20,87,26.115000000000002,0.45,684
20,88,34.480000000000004,0.0,806
20,89,32.43,0.035,448
20,90,36.42,0.0,439
20,91,26.115000000000002,0.45,46
20,92,28.63,0.0,832
20,93,30.285,0.05,247
20,94,28.4,0.035,286
20,95,25.525,0.09,971
20,96,30.025,0.05,976
20,97,19.6,12.52,431
20,98,32.205,0.060000000000000005,651
20,99,37.135,0.0,260
20,100,22.0,11.465,887
20,101,31.2,0.0,973
20,102,27.740000000000002,0.105,120
20,103,31.155,0.015,949
20,104,27.915,0.0,111
20,105,31.225,0.025,309
20,106,30.35,0.05,330
20,107,28.695,0.20500000000000002,833
20,108,28.425,0.0,243
20,109,33.15,0.05500000000000001,357
20,110,29.990000000000002,0.03,236
20,111,37.730000000000004,0.0,923
20,112,30.805,0.065,592
20,113,32.235,0.005,710
20,114,21.15,12.51,232
20,115,29.83,0.04,98
20,116,31.79,0.01,662
20,117,32.2,0.02,363
20,118,28.634999999999998,0.23500000000000001,197
20,119,30.384999999999998,0.055,484
20,120,18.1,11.975,500
20,121,29.76,0.049999999999999996,951
20,122,32.455,0.045,665
20,123,29.555,0.01,601
20,124,31.575,0.0,158
20,125,31.674999999999997,1.465,36
20,126,22.34,0.235,189
20,127,29.88,0.055,918
20,128,22.23,9.71,724
20,129,29.655,0.0,27
20,130,31.225,0.0,788
20,131,32.125,0.965,470
20,132,31.130000000000003,0.0,597
20,133,30.03,0.005,1000
20,134,34.72,0.01,700
20,135,28.475,0.09,758
20,136,30.59,1.165,665
20,137,31.015,0.0,618
20,138,20.93,11.645,896
20,139,29.689999999999998,0.025,578
20,140,30.39,0.045000000000000005,563
20,141,31.915,0.0,67
20,142,31.36,0.0,259
20,143,33.2,0.0,941
20,144,30.655,0.04,910
20,145,27.75,0.135,379
20,146,23.545,0.16,152
20,147,30.485,0.045,576
20,148,29.42,0.095,382
20,149,31.009999999999998,0.0,816
20,150,27.86,0.175,913
20,151,30.41,0.045,825
20,152,34.87,0.0,633
20,153,33.2,0.0,215
20,154,22.955,0.155,923
20,155,30.52,0.0,167
20,156,23.095,9.71,254
20,157,28.560000000000002,0.21000000000000002,663
20,158,34.37,0.0,969
20,159,31.235,0.0,357
20,160,34.905,0.0,635
20,161,29.535,0.165,978
20,162,31.08,0.0,553
20,163,31.985,0.025,775
20,164,35.685,0.0,536
20,165,35.31,0.0,820
20,166,38.19,0.13,804
20,167,23.380000000000003,0.115,760
20,168,34.94,0.0,397
20,169,33.535,0.0,228
20,170,25.03,0.195,850
20,171,32.91,0.0,515
20,172,30.165,0.065,857
20,173,16.415,4.4,40
20,174,29.34,0.09,482
20,175,24.27,1.065,155
20,176,29.345,0.045000000000000005,727
20,177,31.525,0.195,858
20,178,26.15,0.54,916
20,179,24.950000000000003,0.76,271
20,180,37.3,0.0,816
20,181,30.994999999999997,0.01,617
20,182,30.86,0.045,498
20,183,36.1,0.0,828
20,184,38.675,0.095,131
20,185,38.095,0.0,785
20,186,36.755,0.0,897
20,187,31.0,0.0,274
20,188,36.870000000000005,0.0,440
20,189,28.310000000000002,7.43,956
20,190,37.565,3.4250000000000003,353
20,191,15.440000000000001,4.76,859
20,192,30.3,0.02,463
20,193,25.195,0.675,458
20,194,29.384999999999998,3.035,538
20,195,30.47,0.05,595
20,196,15.89,2.55,537
20,197,27.83,0.175,818
20,198,34.96,0.005,364
20,199,36.66,0.0,528
20,200,31.775,4.0,886
20,201,17.935,10.870000000000001,71
20,202,32.325,0.0,25
20,203,31.5,0.015,859
20,204,33.705,0.065,586
20,205,36.925,3.755,44
20,206,34.535,0.035,639
20,207,36.870000000000005,1.79,776
20,208,29.795,0.005,496
20,209,21.409999999999997,0.25,274
20,210,30.275,0.025,853
20,211,29.25,0.155,29
20,212,27.525,7.73,757
20,213,33.480000000000004,0.0,629
20,214,24.09,1.33,16
20,215,30.21,0.049999999999999996,495
20,216,20.2,11.559999999999999,295
20,217,29.515,0.0,506
20,218,30.634999999999998,0.015,860
20,219,29.225,0.055,988
20,220,27.79,0.64,109
20,221,29.915,0.055,737
20,222,20.085,7.94,576
20,223,21.67,8.645,784
20,224,29.965,0.05,17
20,225,36.57,0.0,467
20,226,29.345,2.185,741
20,227,28.450000000000003,0.18,796
20,228,31.555,0.025,384
20,229,32.730000000000004,0.0,855
20,230,35.125,0.0,53
20,231,33.85,1.72,203
20,232,36.875,0.10500000000000001,793
20,233,29.36,0.305,654
20,234,32.235,0.015,488
20,235,28.735,0.1,911
20,236,30.265,0.075,422
20,237,34.754999999999995,0.0,45
20,238,31.64,0.0,732
20,239,29.88,0.025,795
20,240,30.130000000000003,0.0,164
20,241,31.2,0.0,484
20,242,32.81,0.0,183
20,243,30.5,0.03,647
20,244,33.425,0.035,226
20,245,35.935,0.0,546
20,246,22.515,8.145,828
20,247,16.055,6.655,166
20,248,30.04,0.0,409
20,249,31.48,0.0,162
20,250,30.365000000000002,0.03,310
20,251,37.34,0.0,800
20,252,30.345,0.03,851
20,253,31.785,0.055,994
20,254,27.689999999999998,0.095,683
20,255,30.85,0.005,409
20,256,29.825000000000003,0.045,238
20,257,21.675,10.395,321
20,258,30.2,0.065,426
20,259,36.715,0.0,688
20,260,20.990000000000002,1.385,821
20,261,35.730000000000004,0.0,698
20,262,21.28,3.5300000000000002,410
20,263,28.92,0.035,538
20,264,30.215,0.035,377
20,265,33.445,0.05,930
20,266,32.620000000000005,0.03,222
20,267,15.719999999999999,2.865,900
20,268,31.61,0.0,263
20,269,30.15,0.015,625
20,270,31.275,0.015,460
20,271,29.245,0.0,136
20,272,33.935,0.0,670
20,273,27.549999999999997,0.01,873
20,274,30.055,0.0,108
20,275,32.845,3.5050000000000003,957
20,276,29.45,0.04,458
20,277,30.595,0.0,144
20,278,36.269999999999996,0.0,687
20,279,28.39,0.08,759
20,280,20.259999999999998,11.1,631
20,281,30.365000000000002,0.03,25
20,282,33.47,0.0,33
20,283,29.674999999999997,0.055,643
20,284,30.729999999999997,0.02,179
20,285,36.6,0.0,192
20,286,32.36,0.0,37
20,287,29.86,0.05,190
20,288,17.73,9.11,159
20,289,30.075,0.01,480
20,290,36.260000000000005,0.0,55
20,291,30.725,0.015,283
20,292,29.18,0.025,578
20,293,27.485,0.32,251
20,294,26.65,0.2,688
20,295,31.189999999999998,0.02,849
20,296,17.36,3.67,545
20,297,30.585,0.01,925
20,298,26.91,4.640000000000001,647
20,299,22.1,8.13,803
20,300,37.97,0.0,816
20,301,31.75,0.0,246
20,302,37.485,0.0,211
20,303,22.1,8.13,685
20,304,30.68,0.045,891
20,305,32.535,0.0,843
20,306,29.505,0.055,712
20,307,31.84,0.0,987
20,308,30.97,0.0,696
20,309,34.379999999999995,0.0,930
20,310,29.75,0.08,719
20,311,32.375,0.05,746
20,312,37.21,0.0,971
20,313,32.295,0.0,947
20,314,31.175,0.0,548
20,315,31.29,0.0,674
20,316,27.945,0.185,832
20,317,30.19,0.045,906
20,318,32.85,0.0,22
20,319,23.84,0.25,17
20,320,30.165,0.02,627
20,321,30.89,0.045,472
20,322,31.555,0.025,563
20,323,31.435,3.12,298
20,324,34.045,0.03,434
20,325,33.0,2.625,397
20,326,29.265,0.535,864
20,327,33.364999999999995,0.0,664
20,328,31.27,0.01,226
20,329,30.545,0.0,90
20,330,31.595,0.045,590
20,331,30.35,0.025,201
20,332,30.155,0.045,463
20,333,32.82,0.26,829
20,334,33.91,0.0,463
20,335,17.475,6.45,310
20,336,21.685000000000002,2.605,562
20,337,25.2,6.63,384
20,338,27.685000000000002,0.24,842
20,339,30.115000000000002,0.065,790
20,340,32.265,0.005,366
20,341,30.085,0.0,767
20,342,30.565,0.060000000000000005,309
20,343,27.75,0.135,826
20,344,31.875,0.0,185
20,345,37.730000000000004,0.0,47
20,346,30.6,0.04,116
20,347,24.064999999999998,0.17,685
20,348,32.095,0.0,607
20,349,29.145,0.065,247
20,350,27.715,0.28500000000000003,458
20,351,29.564999999999998,0.0,205
20,352,35.739999999999995,0.0,266
20,353,28.259999999999998,0.025,242
20,354,31.555,0.025,944
20,355,29.65,0.025,183
20,356,26.494999999999997,0.73,956
20,357,34.105000000000004,0.33999999999999997,748
20,358,30.34,0.0,636
20,359,18.68,1.595,918
20,360,31.13,0.02,676
20,361,22.17,0.22,448
20,362,26.48,0.035,369
20,363,20.259999999999998,2.865,557
20,364,33.43000000000001,0.0,172
20,365,18.41,4.225,675
20,366,31.245,0.025,500
20,367,36.55,0.0,403
20,368,30.705,0.02,700
20,369,30.869999999999997,0.03,242
20,370,29.915,0.065,406
20,371,30.19,0.01,929
20,372,30.87,0.0,304
20,373,29.825,0.03,737
20,374,31.685,0.0,332
20,375,28.695,0.20500000000000002,856
20,376,35.085,0.0,745
20,377,34.9,0.0,800
20,378,29.25,0.005,908
20,379,29.42,0.0,548
20,380,28.51,0.04,562
20,381,36.260000000000005,0.0,145
20,382,31.335,0.0,167
20,383,29.95,0.065,994
20,384,27.91,0.03,270
20,385,30.549999999999997,0.075,848
20,386,35.325,0.0,927
20,387,31.365000000000002,0.01,377
20,388,30.01,0.025,981
20,389,31.485,0.01,373
20,390,28.695,0.20500000000000002,130
20,391,27.439999999999998,0.045,240
20,392,31.84,0.0,119
20,393,31.29,0.0,534
20,394,31.33,4.335,49
20,395,31.580000000000002,0.035,261
20,396,30.555,0.005,536
20,397,29.185,0.055,208
20,398,30.695,0.0,536
20,399,29.259999999999998,0.125,171
20,400,31.950000000000003,0.015,576
20,401,32.16,0.0,39
20,402,35.55,0.0,528
20,403,29.83,0.04,951
20,404,29.83,0.05,459
20,405,31.134999999999998,0.049999999999999996,962
20,406,33.655,0.025,376
20,407,35.105000000000004,0.05,885
20,408,29.685000000000002,0.015,622
20,409,27.715,0.28500000000000003,801
20,410,31.9,0.05,887
20,411,27.75,0.135,809
20,412,32.74,0.0,167
20,413,33.900000000000006,0.05,751
20,414,34.629999999999995,0.0,130
20,415,37.57,0.0,452
20,416,31.744999999999997,0.02,501
20,417,37.75,0.59,629
20,418,34.65,0.155,246
20,419,15.745000000000001,3.835,86
20,420,27.810000000000002,0.0,865
20,421,33.07,0.0,480
20,422,29.425,0.04,624
20,423,30.06,0.085,342
20,424,28.104999999999997,0.14,532
20,425,29.0,0.14,518
20,426,27.365000000000002,0.04,846
20,427,33.394999999999996,0.005,710
20,428,28.405,0.12,714
20,429,30.79,0.0,917
20,430,30.68,0.0,220
20,431,33.59,0.034999999999999996,129
20,432,23.155,8.165,14
20,433,33.04,0.0,996
20,434,31.985,0.025,356
20,435,26.25,5.6,261
20,436,32.59,0.015,466
20,437,24.125,7.9399999999999995,981
20,438,29.415,0.045000000000000005,433
20,439,32.915,0.01,155
20,440,34.93,0.15,480
20,441,30.615000000000002,0.0,238
20,442,18.1,11.975,215
20,443,19.485,6.12,752
20,444,31.689999999999998,0.0,544
20,445,30.34,0.02,169
20,446,31.205,0.0,327
20,447,37.235,0.0,93
20,448,33.085,0.0,853
20,449,31.115000000000002,0.16999999999999998,655
20,450,35.004999999999995,0.0,410
20,451,30.835,0.015,59
20,452,31.32,0.015,123
20,453,31.2,0.0,348
20,454,28.155,5.835,656
20,455,35.56,0.0,132
20,456,34.15,0.015,925
20,457,25.439999999999998,7.205,478
20,458,23.965,3.585,82
20,459,32.455,0.0,920
20,460,31.409999999999997,7.295,108
20,461,33.015,0.0,525
20,462,32.650000000000006,0.035,889
20,463,30.395,0.03,752
20,464,29.92,0.0,109
20,465,34.9,0.905,519
20,466,36.125,0.0,709
20,467,34.629999999999995,0.0,687
20,468,35.269999999999996,2.745,39
20,469,32.84,0.0,543
20,470,34.400000000000006,0.39999999999999997,222
20,471,20.189999999999998,9.190000000000001,376
20,472,32.650000000000006,0.0,715
20,473,20.155,11.399999999999999,807
20,474,37.394999999999996,0.0,534
20,475,30.095,0.51,623
20,476,32.655,0.0,459
20,477,33.265,0.0,121
20,478,27.494999999999997,0.3,302
20,479,30.15,0.06,390
20,480,28.990000000000002,0.025,657
20,481,30.18,0.0,779
20,482,34.6,0.0,550
20,483,27.585,0.13,841
20,484,36.3,0.0,694
20,485,32.905,0.0,701
20,486,30.05,0.05,978
20,487,28.46,0.06,201
20,488,29.54,0.005,925
20,489,36.144999999999996,0.0,298
20,490,31.215,0.05,99
20,491,30.895,0.0,713
20,492,30.77,0.04,882
20,493,30.21,0.049999999999999996,709
20,494,27.655,0.03,267
20,495,31.64,0.05,82
20,496,17.3,8.55,566
20,497,33.275,0.0,626
20,498,38.795,2.86,744
20,499,30.22,0.065,802
20,500,32.375,0.0,920
20,501,35.599999999999994,0.0,33
20,502,29.61,6.69,496
20,503,20.93,11.645,938
20,504,20.55,1.51,178
20,505,33.855000000000004,0.03,727
20,506,23.880000000000003,6.68,113
20,507,33.345,0.0,34
20,508,32.57,0.0,147
20,509,33.575,0.015,487
20,510,31.955000000000002,0.0,873
20,511,28.119999999999997,0.03,216
20,512,24.89,0.17,20
20,513,32.629999999999995,0.0,767
20,514,24.25,9.725,73
20,515,32.4,0.07,466
20,516,33.075,0.0,524
20,517,28.425,4.61,558
20,518,30.345,0.05,929
20,519,26.785,0.36,302
20,520,34.955,0.0,222
20,521,29.700000000000003,0.05,464
20,522,22.685000000000002,8.13,317
20,523,29.965,0.05,379
20,524,32.055,0.025,590
20,525,33.894999999999996,0.005,645
20,526,33.8,0.0,289
20,527,30.785,0.065,642
20,528,31.814999999999998,0.0,182
20,529,35.599999999999994,0.0,572
20,530,29.990000000000002,0.045,813
20,531,27.905,0.07,882
20,532,29.97,0.005,542
20,533,26.115000000000002,0.045,628
20,534,29.990000000000002,0.005,498
20,535,29.57,0.0,829
20,536,30.200000000000003,0.065,867
20,537,34.46,0.0,275
20,538,25.945,0.06,573
20,539,28.450000000000003,0.18,521
20,540,30.975,0.045,73
20,541,18.96,9.07,721
20,542,31.625,0.0,783
20,543,34.995000000000005,0.0,312
20,544,21.060000000000002,1.5499999999999998,462
20,545,33.195,0.065,295
20,546,24.895,1.6300000000000001,66
20,547,30.725,0.05,870
20,548,31.96,0.085,905
20,549,32.724999999999994,0.015,400
20,550,26.369999999999997,0.46499999999999997,134
20,551,30.39,1.17,420
20,552,29.9,0.035,209
20,553,25.605,0.9450000000000001,908
20,554,25.064999999999998,10.265,733
20,555,30.869999999999997,0.03,778
20,556,30.35,0.05,340
20,557,32.68,0.0,618
20,558,32.865,0.04,340
20,559,32.519999999999996,2.3049999999999997,375
20,560,24.48,5.7,283
20,561,31.46,0.02,989
20,562,30.345,0.05,116
20,563,30.655,0.0,366
20,564,31.13,0.005,799
20,565,30.655,0.060000000000000005,835
20,566,31.77,0.0,847
20,567,37.345,0.0,103
20,568,34.28,0.005,165
20,569,29.55,0.005,900
20,570,29.525,0.034999999999999996,70
21,1,25.64,0.0,648
21,2,31.619999999999997,0.18,985
21,3,35.575,0.0,527
21,4,26.240000000000002,0.0,974
21,5,28.985,0.0,754
21,6,24.479999999999997,0.060000000000000005,314
21,7,34.230000000000004,0.0,741
21,8,21.795,0.060000000000000005,939
21,9,35.894999999999996,0.0,432
21,10,30.2,0.7,83
21,11,37.620000000000005,0.0,169
21,12,23.415,0.335,171
21,13,33.7,0.18,904
21,14,26.455,0.0,567
21,15,26.425,0.0,674
21,16,20.895,0.18000000000000002,202
21,17,20.935000000000002,0.99,360
21,18,31.515,0.0,279
21,19,25.625,0.0,330
21,20,29.5,0.0,712
21,21,34.379999999999995,0.0,146
21,22,28.08,0.0,146
21,23,19.54,1.12,587
21,24,36.98,0.0,566
21,25,29.955,0.15,350
21,26,18.740000000000002,0.0,518
21,27,31.18,0.03,810
21,28,27.165,0.02,44
21,29,28.225,0.08,235
21,30,27.165,0.02,683
21,31,33.474999999999994,0.0,208
21,32,37.135000000000005,0.0,454
21,33,28.11,0.0,185
21,34,24.655,0.0,221
21,35,31.83,0.20500000000000002,949
21,36,30.565,0.20500000000000002,992
21,37,31.475,0.0,143
21,38,27.92,0.0,222
21,39,23.555,0.14500000000000002,307
21,40,27.275,0.0,964
21,41,25.990000000000002,0.0,304
21,42,34.7,0.0,588
21,43,28.42,0.32499999999999996,666
21,44,23.259999999999998,0.755,709
21,45,21.155,1.15,215
21,46,27.415,0.64,867
21,47,36.885,0.0,843
21,48,18.615000000000002,0.0,400
21,49,23.465,0.05,659
21,50,27.665,0.71,271
21,51,34.72,0.0,711
21,52,31.634999999999998,0.0,516
21,53,21.61,0.16,530
21,54,21.325,1.15,730
21,55,34.325,0.0,934
21,56,37.34,0.0,646
21,57,22.675,0.075,204
21,58,20.15,1.04,650
21,59,36.400000000000006,0.0,282
21,60,19.48,0.0,458
21,61,32.725,0.7,587
21,62,33.225,0.0,786
21,63,21.625,0.865,18
21,64,34.845,0.0,995
21,65,25.16,0.0,367
21,66,36.41,0.0,971
21,67,21.15,0.975,22
21,68,29.060000000000002,0.015,69
21,69,29.424999999999997,0.0,221
21,70,31.439999999999998,0.0,894
21,71,24.11,0.065,971
21,72,28.895,0.08,260
21,73,36.015,0.0,896
21,74,19.455,0.0,880
21,75,25.28,0.77,461
21,76,29.814999999999998,0.885,185
21,77,27.485,0.04,390
21,78,23.985,0.215,64
21,79,29.634999999999998,0.0,232
21,80,26.770000000000003,0.21500000000000002,700
21,81,37.415,0.0,849
21,82,30.905,0.0,164
21,83,22.455,0.29000000000000004,198
21,84,27.805,0.06,336
21,85,34.935,0.0,511
21,86,32.16,0.0,471
21,87,36.885,0.0,10
21,88,28.54,0.1,299
21,89,30.175,0.01,459
21,90,22.96,0.0,855
21,91,25.5,0.025,727
21,92,30.1,0.0,732
21,93,19.41,0.99,511
21,94,24.645,0.26,490
21,95,31.08,0.0,436
21,96,25.255000000000003,0.0,722
21,97,28.16,0.0,896
21,98,30.119999999999997,0.0,942
21,99,25.075000000000003,0.8300000000000001,621
21,100,25.175,0.04,828
21,101,25.134999999999998,0.345,95
21,102,20.525,0.0,752
21,103,27.695,0.645,903
21,104,25.21,0.01,738
21,105,23.745,0.28,26
21,106,27.285,0.0,850
21,107,29.47,0.0,105
21,108,25.005,0.31,431
21,109,24.33,0.05,694
21,110,24.735,0.6699999999999999,915
21,111,33.325,0.0,231
21,112,34.43,0.0,138
21,113,36.765,0.0,998
21,114,27.43,0.0,87
21,115,24.97,0.0,765
21,116,24.84,0.9199999999999999,798
21,117,25.16,0.01,659
21,118,26.92,0.0,430
21,119,25.78,0.0,980
21,120,30.305,0.44499999999999995,808
21,121,30.810000000000002,0.0,824
21,122,19.1,0.005,15
21,123,27.6,0.015,421
21,124,33.400000000000006,0.14,632
21,125,24.935,0.0,910
21,126,23.545,0.0,444
21,127,34.055,0.0,251
21,128,25.16,0.045,720
21,129,34.19,0.14500000000000002,542
21,130,23.134999999999998,0.35,700
21,131,30.880000000000003,0.0,672
21,132,21.485,0.01,739
21,133,32.84,0.0,277
21,134,20.935000000000002,0.025,514
21,135,33.150000000000006,0.0,359
21,136,24.655,0.0,64
21,137,23.46,0.51,371
21,138,16.585,0.0,374
21,139,35.805,0.0,471
21,140,23.39,0.0,736
21,141,35.805,0.0,51
21,142,24.575,0.11,636
21,143,18.085,0.015,689
21,144,26.795,0.0,597
21,145,34.485,0.24000000000000002,803
21,146,32.525000000000006,0.0,656
21,147,33.845,0.0,111
21,148,23.545,0.0,546
21,149,29.560000000000002,0.27999999999999997,680
21,150,31.255,0.0,594
21,151,27.92,0.0,364
21,152,25.575000000000003,0.0,541
21,153,28.505,0.0,467
21,154,27.36,0.0,315
21,155,37.08,0.0,882
21,156,30.884999999999998,0.475,628
21,157,35.875,0.0,428
21,158,31.919999999999998,0.060000000000000005,735
21,159,31.495,0.0,995
21,160,35.64,0.0,722
21,161,29.24,0.185,366
21,162,25.759999999999998,0.08,471
21,163,24.93,0.0,206
21,164,26.58,0.0,894
21,165,31.130000000000003,0.0,645
21,166,31.165,0.0,799
21,167,22.955,0.12,547
21,168,31.869999999999997,0.0,597
21,169,31.925,0.0,325
21,170,23.895,0.97,74
21,171,29.225,0.0,690
21,172,21.41,0.39,131
21,173,22.380000000000003,0.9099999999999999,341
21,174,24.395,1.15,567
21,175,21.29,0.0,788
21,176,32.82,0.0,30
21,177,28.575,0.215,920
21,178,28.55,0.030000000000000002,933
21,179,19.725,1.15,470
21,180,19.759999999999998,0.055,369
21,181,22.965,0.0,190
21,182,28.880000000000003,0.0,685
21,183,26.384999999999998,0.025,66
21,184,27.64,0.0,884
21,185,31.25,0.0,351
21,186,22.979999999999997,0.975,480
21,187,28.15,0.015,465
21,188,23.119999999999997,0.0,926
21,189,28.575000000000003,0.0,30
21,190,32.76,0.0,208
21,191,37.370000000000005,0.0,711
21,192,30.585,0.045,29
21,193,29.91,0.0,927
21,194,34.474999999999994,0.0,327
21,195,28.715,0.7050000000000001,129
21,196,33.945,0.0,230
21,197,29.145,0.015,137
21,198,37.47,0.0,833
21,199,21.745,1.2349999999999999,108
21,200,21.195,0.615,201
21,201,32.84,0.0,950
21,202,24.14,0.30000000000000004,403
21,203,29.35,0.0,816
21,204,24.025,0.7150000000000001,281
21,205,27.855,0.0,434
21,206,32.76,0.0,85
21,207,22.36,0.785,367
21,208,21.84,0.1,872
21,209,31.9,0.1,781
21,210,26.314999999999998,0.16999999999999998,110
21,211,19.89,0.9,945
21,212,20.85,0.665,431
21,213,31.950000000000003,0.0,714
21,214,32.72,0.25,714
21,215,24.5,0.14500000000000002,589
21,216,28.48,0.21500000000000002,28
21,217,30.479999999999997,0.435,784
22,1,24.939999999999998,0.0,168
22,2,32.14,0.0,998
22,3,32.365,0.0,608
22,4,30.15,0.0,578
22,5,28.29,0.0,982
22,6,29.84,0.0,421
22,7,29.27,0.0,20
22,8,27.740000000000002,0.0,656
22,9,33.5,0.0,404
22,10,32.620000000000005,0.0,614
22,11,28.48,0.0,141
22,12,28.880000000000003,0.0,789
22,13,28.275,0.0,644
22,14,29.439999999999998,0.0,354
22,15,32.655,0.0,615
22,16,27.985,0.0,17
22,17,29.75,0.0,454
22,18,28.04,0.0,709
23,1,32.135000000000005,0.1,138
23,2,34.175,0.1,469
23,3,33.385,0.0,641
23,4,33.175,0.05,33
23,5,32.47,0.07,957
23,6,36.61,0.0,371
23,7,34.004999999999995,0.03,936
23,8,32.175,0.08,689
23,9,32.400000000000006,0.01,393
23,10,34.595,0.0,254
23,11,32.47,0.07,556
24,1,26.91,0.0,108
24,2,32.42,0.0,815
24,3,35.225,0.0,276
24,4,30.395,0.0,942
24,5,33.11,0.0,861
24,6,26.009999999999998,0.0,326
24,7,26.435,0.0,833
24,8,32.86,0.0,128
24,9,28.705,0.0,919
24,10,32.655,0.0,641
24,11,33.58,0.0,230
24,12,35.480000000000004,0.0,655
24,13,36.84,0.0,926
24,14,34.855000000000004,0.0,308
24,15,25.41,0.0,513
24,16,37.6,0.0,370
24,17,31.310000000000002,0.0,350
24,18,33.515,0.0,116
24,19,33.849999999999994,0.0,601
24,20,28.44,0.0,993
24,21,27.475,0.0,958
24,22,27.634999999999998,0.0,41
24,23,33.555,0.0,647
